Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,acne,age,bright,bh,red,tex,barrier,hyper
Moisturizer,FIRST AID BEAUTY,Ultra Repair® Hydrating Serum,36,4.2,",glycerin, Soluble Collagen, Methyl Gluceth-20, Colloidal Oatmeal, Palmitoyl Tripeptide-5, Chrysanthemum Parthenium (Feverfew) Extract,camellia, Glycyrrhiza Glabra (Licorice) Root Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Hydroxyethyl cellulose, Allantoin, Panthenol,hyaluronic, Sodium PCA,aloe, Leuconostoc/Radish Root Ferment Filtrate, Maltodextrin, Phenoxyethanol, Sodium Hydroxide, Sodium Nitrate, Disodium Phosphate, Polysorbate 60, Sodium Phosphate, EDTA, Glyoxal.",1,1,1,1,1,1,2,2,1,2,2,2,2
Moisturizer,ORIGINS,Dr. Andrew Weil For Origins™ Mega-Bright SPF 30 Skin Tone Correcting Oil-Free Moisturizer,56,4.1,", Butyloctyl Salicylate, Behenyl Alcohol, Nylon-12, Octyldodecyl Neopentanoate, Butylene Glycol,dimethicone, Myristyl Myristate, Cetyl Esters,vitc, Polyethylene, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Citrus Aurantium Dulcis (Orange) Peel Oil*, Pelargonium Graveolens Flower Oil*, Cananga Odorata Flower Oil*, Eugenia Caryophyllus (Clove) Bud Oil*,damascena, Jasminum Officinale (Jasmine) Oil*, Viola Odorata Flower/Leaf Extract, Polianthes Tuberosa Extract, Farnesol, Eugenol, Benzyl Salicylate, Citronellol, Citral, Benzyl Benzoate, Geraniol, Rosa Roxburghii Fruit Extract, Paeonia Albiflora (Peony) Root Extract, Molasses Extract\Saccharum Officinarum\Extrait De Mélasse, Citrus Grandis (Grapefruit) Peel Extract, Triticum Vulgare (Wheat) Germ Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Palmaria Palmata Extract, Morus Nigra (Mulberry) Root Extract, Punica Granatum (Pomegranate) Fruit Juice, Scutellaria Baicalensis Root Extract, Hydrolyzed Rice Bran Extract, Gentiana Lutea (Gentian) Root Extract, Curcuma Longa (Turmeric) Root Extract, Vitis Vinifera (Grape) Fruit Extract, Sucrose**, Glyceryl Stearate, Peg-100 Stearate, Peg-6,glycerin, Cholesterol, Linoleic Acid,salicylic, Di-Ppg-2 Myreth-10 Adipate, Sodium Hyaluronate, Betaine, Dipotassium Glycyrrhizate, Steareth-21, Trehalose, Tocopheryl Acetate, Myristyl Laurate, Trisiloxane, Di-C12-18 Alkyl Dimonium Chloride, Caprylyl Glycol,squalane, Myristyl Alcohol, Tromethamine, Sodium Dehydroacetate, Hexylene Glycol, Sodium Hydroxide, Phenoxyethanol, Mica*, Essential Oil**, Organic Sucrose (Brown Sugar).",1,1,1,1,0,0,2,2,2,2,2,0,2
Moisturizer,BIOSSANCE,100% Squalane Oil,58,4.6,squalane,1,1,1,1,1,1,2,1,1,1,1,1,1
Moisturizer,FIRST AID BEAUTY,Ultra Repair Face Moisturizer,24,4.2,", Glyceryl Stearate Se,glycerin, Caprylic/Capric Triglyceride, Cetyl Alcohol, Collodial Oatmeal,dimethicone,squalane, Urea, Allantoin, Ceramide Np, Butyrospermum Parkii (Shea) Butter, Limnanthes Alba (Meadowfoam) Seed Oil,avocado, Chrysanthemum Parthenium (Feverfew) Extract,camellia, Glycyrrhiza Glabra (Licorice) Root Extract, Caprylyl Glycol, Phenoxyethanol, Carbomer, Sodium Hydroxide, Leuconostoc/Radish Root Ferment Filtrate, Edta.",1,1,1,1,1,0,2,2,1,2,2,2,1
Moisturizer,MURAD,Skin Perfecting Lotion - Blemish Prone/Oily Skin,40,4.3,", Dicaprylyl Maleate, C12-15 Alkyl Benzoate, Butylene Glycol,glycerin, Sorbitan Stearate,squalane, Stearic Acid,retinol, Caprylic/Capric Triglyceride, Urea,yeast, Trehalose, Inositol, Taurine, Betaine, Arnica Montana Flower Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract,soy, Spiraea Ulmaria Extract, Honey (Mel) Extract, Cetearyl Alcohol, Ceteareth-20, Talc, Glycolipids, Sodium Hyaluronate, Panthenol, Lecithin, Avena Sativa (Oat) Kernel Protein, Tocopherol,vitc, Chondrus Crispus (Carrageenan) Extract,dimethicone, Sodium PCA, Allantoin, Sclerotium Gum, Carbomer, Disodium EDTA, Aminomethyl Propanol, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Citrus Aurantium Dulcis (Orange) Fruit Extract.",1,0,1,1,0,0,2,2,1,2,2,2,1
Moisturizer,ORIGINS,Plantscription™ SPF 25 Power Anti-Aging Cream,60,4.7,"Avobenzone 3.0%, Homosalate 5.0%, Octisalate 4.5%,, Butyloctyl Salicylate, Nylon-12, Behenyl Alcohol, Octyldodecyl Neopentanoate, Myristyl Myristate,dimethicone, Cetyl Esters, Polyethylene, Butylene Glycol, Ammonium Acryloyldimethyltaurate/Vp Copolymer,glycerin,damascena,lavender, Pelargonium Graveolens Flower Oil*, Illicium Verum (Anise) Fruit/Seed Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Carthamus Tinctorius (Safflower) Seed Oil*, Myristica Fragrans (Nutmeg) Kernel Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Nobilis (Mandarin Orange) Peel Oil*, Citrus Limon (Lemon) Peel Oil*, Litsea Cubeba Fruit Oil*, Hibiscus Abelmoschus Extract, Geraniol, Linalool, Citronellol, Limonene, Citral, Peg-6, Peg-100 Stearate, Glyceryl Stearate, Caprylic/Capric Triglyceride, Hydrogenated Vegetable Oil, Steareth-21, Anogeissus Leiocarpus Bark Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Centaurium Erythraea (Centaury) Extract, Rubus Idaeus (Raspberry) Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Triticum Vulgare (Wheat) Germ Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Bambusa Vulgaris (Bamboo) Extract, Peucedanum Graveolens (Dill) Extract, Coffea Arabica (Coffee) Seed Extract, Laminaria Digitata Extract, Trehalose, Cassia Alata Leaf Extract,vitc, Sodium Hyaluronate, Caffeine, Acetyl Hexapeptide-8, Di-Ppg-2 Myreth-10 Adipate, Caprylyl Glycol, Micrococcus Lysate, Cholesterol, Lecithin, Trisiloxane, Linoleic Acid, Phytosphingosine,glycerin, Sodium Pca,squalane, Glucosamine Hcl, Pisum Sativum (Pea) Extract, Tocopheryl Acetate, Crithmum Maritimum Extract, Hydrolyzed Algin, Sodium Dehydroacetate, Maltodextrin, Hexylene Glycol,citric,, Disodium Edta, Phenoxyethanol, ",1,1,1,0,1,0,2,2,2,2,2,0,1
Moisturizer,LA MER,The Moisturizing Soft Lotion,270,3.6,"seaweed,petrolatum, Isocetyl Stearoyl Stearate, Butyrospermum Parkii (Shea Butter), Butylene Glycol, Cyclopentasiloxane,dimethicone, Glyceryl Stearate, Cetyl Esters, Phenyl Trimethicone, Diethylhexyl Succinate, Cyclohexasiloxane, Cholesterol, Steareth-10, Glyceryl Stearate Se, Polysilicone-11,sesame, Medicago Sativa (Alfalfa) Seed Powder,sunflower,almond,eucalyptus, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin,sesame,, Salicornia Herbacea Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Citrus Aurantifolia (Lime) Peel Extract, Sea Salt/Maris Sal/Sel Marin, Chlorella Vulgaris Extract, Hydrolyzed Rice Extract, Micrococcus Lysate, Laminaria Digitata Extract, Plankton Extract, Caffeine, Glucose Oxidase, Trehalose, Sucrose, Acetyl Hexapeptide-8, Lactoperoxidase, Hydrolyzed Algin, Glyceryl Dilaurate, Alcaligenes Polysaccharides, Isohexadecane, Caprylic/Capric Triglyceride, Dipalmitoyl Hydroxyproline, Distearyldimonium Chloride,glycerin, Tocopheryl Acetate, Steareth-21, Polyquaternium-51, Saccharide Isomerate,vitc, Sodium Pca, Urea, Glucose, Polysorbate 80, Sodium Hyaluronate, Cetyl Alcohol,alcohol denat, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer,fragrance, Lecithin, Bht, Linalool, Citronellol, Hydroxycitronellal, Geraniol, Limonene, Benzyl Salicylate, Phenoxyethanol",1,1,1,1,1,0,2,2,1,2,1,0,1
Moisturizer,CLINIQUE,Acne Solutions BB Cream Broad Spectrum SPF 40,39,4.1,"Octinoxate 7.5% , Octisalate 2.0% ,, Methyl Trimethicone , Alcohol , Ethylhexyl Palmitate ,dimethicone, Propanediol ,glycerin, Glyceryl Caprylate ,dimethicone,dimethicone, Tocopheryl Acetate , Lecithin , Triethoxycaprylylsilane , Stearyl Glycyrrhetinate , Sorbitan Sesquiisostearate , Sodium Hyaluronate , Pyridoxine Hcl , Stearic Acid , Hesperidin Methyl Chalcone , Palmitoyl Tetrapeptide-7 , Sodium Chloride , Aluminum Hydroxide , Steareth-20 , Dipeptide-2 , Silica , Sodium Citrate , Phenoxyethanol , [+/- Mica , Iron Oxides (Ci 77491) , Iron Oxides (Ci 77492) , Iron Oxides (Ci 77499) , Titanium Dioxide (Ci 77891)]",1,0,0,1,0,0,2,2,1,2,1,2,1
Moisturizer,MURAD,Essential-C Day Moisture Broad Spectrum SPF 30 PA+++,63,4.0,", Butylene Glycol, Stearic Acid, Diisopropyl Sebacate, Cocoglycerides, Lauryl Lactate, Glyceryl Stearate, PEG-100 Stearate, Isodecyl Neopentanoate,dimethicone, Cetyl Alcohol, Cetyl Phosphate, Urea,yeast, Trehalose, Inositol, Taurine, Betaine, Phospholipids, Retinyl Palmitate, Tocopheryl Acetate,vitc, Pelvetia Canaliculata Extract, Ectoin, Ginkgo Biloba Leaf Extract,grapeseedoil, Passiflora Incarnata Extract,vitc, Sodium PCA, Panthenol, Tripleurospermum Maritimum Extract, Zinc Gluconate, Ethyl Linoleate, Magnesium Aluminum Silicate, Xanthan Gum, Aminomethyl Propanol, Disodium EDTA, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Limonene*, Linalool *,fragrance, Yellow 6 (CI 15985), Red 33 (CI 17200). *Allergen.",1,1,1,1,1,0,2,2,1,2,2,2,2
Moisturizer,SHISEIDO,Future Solution LX Total Regenerating Cream,280,4.0,"Dipropylene Glycol,glycerin,dimethicone, Butylene Glycol, Xylitol, Piperidinepropionic Acid,petrolatum,petrolatum, Diisostearyl Malate, Myristyl Myristate, Pentaerythrityl Tetrabehenate/Benzoate/Ethylhexanoate, Behenyl Alcohol, Glyceryl Stearate Se, Stearyl Alcohol, Pentaerythrityl Tetraethylhexanoate, Batyl Alcohol,dimethicone, Beheneth-20, Phenoxyethanol, Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer,fragrance, Sorbitan Tristearate, Sodium Methyl Stearoyl Taurate, Peg/Ppg-17/4 Dimethyl Ether, Tocopheryl Acetate, Sodium Citrate, Bht, Xanthan Gum, Trisodium Edta, Sodium Metabisulfite, Linalool,citric, Sodium Metaphosphate, Iron Oxides (Ci 77492), Phytosteryl/Octyldodecyl Lauroyl Glutamate, Butylphenyl Methylpropional, Alcohol, Limonene,vitc, Alpha-Isomethyl Ionone, Citronellol, Geraniol, Benzyl Benzoate, Prunus Speciosa Leaf Extract, Angelica Acutiloba Root Extract, Iron Oxides (Ci 77491), Sanguisorba Officinalis Root Extract, Isodonis Japonicus Leaf/Stalk Extract,camellia, Tocopherol.",1,1,1,1,1,0,2,2,2,2,2,2,1
Moisturizer,CLARINS,Multi-Active Night Cream - Normal to Combination Skin,57,4.2,",glycerin, Isononyl Isononanoate, Caprylic/Capric Triglyceride, Butyro - Spermum Parkii (Shea) Butter, Cetearyl Alcohol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Propanediol, Glyceryl Stearate, Peg-100 Stearate,fragrance, Cetearyl Glucoside,dimethicone, Methyl Methacrylate Crosspolymer, Dipsacus Sylvestris Extract, Caprylyl Glycol,glycerin, Tocopheryl Acetate, Cellulose, Disodium Edta, Sodium Hyaluronate, Alcohol, Eschscholtzia Californica Flower/Leaf/Stem Extract, Actinidia Chinensis (Kiwi) Fruit Extract, Butylene Glycol, Diospyros Mespili - Formis Leaf Extract, Maltodextrin, Tetrasodium Edta, Sanicula Europaea Extract, Phenoxyethanol, Lapsana Communis Flower/Leaf/Stem Extract, Furcellaria Lumbricalis Extract, Sodium Citrate,,citric,glycolic,lactic, Maris Sal/Sea Salt/Sel Marin, Polyvinyl Alcohol, Copper Palmitoyl Heptapeptide-14, Heptapeptide-15 Palmitate.",1,0,1,1,0,0,2,2,2,2,2,2,1
Moisturizer,FARSÁLI,Volcanic Elixir Polynesian Beauty Oil,39,4.5,Calophyllum Tacamahaca Seed oil.,0,0,0,0,0,1,1,1,1,1,1,1,1
Moisturizer,TARTE,Maracuja Oil,48,4.4,"Passiflora Edulis Seed Oil, Tocopherol.",0,0,0,0,0,1,1,1,1,1,1,1,1
Moisturizer,NURSE JAMIE,Tech Neck Prevention Kit,69,5.0,"hyaluronic, Ethyl Macadamiate, Octyldodecanol,Caprylic/Capric Triglyceride, Oleth-10 Phosphate, Cetyl Esters, Tribehenin PEG-20 Esters, Malus Domestica Fruit Cell Culture Extract,dimethicone, Hydroxypropyl Cyclodextrin, Palmitoyl Tripeptide-38, Tribehenin, Glyceryl Stearate, Butyrospermum Parkii (Shea Butter), Sodium Polyacrylate, Hydrogenated Polydecene, Trideceth-10, Phospholipids, rH-Oligopeptide-1, Isomalt, Vitis Vinifera (Grape) Fruit Cell Extract, Algae Extract,camellia,vitc, Panthenol, Sodium PCA, Sodium Hyaluronate, Xantham Gum,glycerin, Lecithin, Allantoin, Dimethyl Lauramine Oleate, Ammonium Acryloyldimethyltaurate/VP Copolymer,dimethicone, Cetearyl Ethylhexanoate, Propylene Glycol, Triethanolamine,, Phenoxyethanol,glycerin,fragrance",0,0,0,0,0,0,2,2,1,2,2,2,2
Moisturizer,LANCER,The Method: Nourish,125,4.5,", Caprylic/Capric Triglyceride,glycerin, C12-15 Alkyl Benzoate,dimethicone, Butyrospermum Parkii (Shea) Butter,squalane, Cetyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Stearic Acid,dimethicone, Cetyl Phosphate, Vitis Vinifera (Grape) Juice Extract, Tropaeolum Majus Extract,avocado, Olea Europaea (Olive) Fruit Oil, Hydrolyzed Rice Protein, Hexapeptide-48 HCl, Dipotassium Glycyrrhizate, Sodium Hyaluronate Crosspolymer, Phytosterols, Raspberry Seed Oil/Tocopheryl Succinate Aminopropanediol Esters, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Carbomer, Ethylhexyl Stearate, Disodium EDTA, Sodium Isostearate, Aminomethyl Propanol, Propanediol, Caprylyl Glycol, Chlorphenesin,glycerin, Phenoxyethanol, Pentylene Glycol,fragrance, Limonene.",1,1,1,1,1,0,2,2,1,2,1,2,2
Moisturizer,TATCHA,Gold Camellia Beauty Oil,95,4.6,"Caprylic/Capric Triglyceride, Ethylhexyl Palmitate,squalane,camellia,fragrance, Polyglyceryl-10 Pentaisostearate, Dimer Dilinoleyl Dimer Dilinoleate, Phytosteryl Macadamiate (Macadamia), Oryza Sativa (Rice) Germ Oil,, Tocopherol, Stearyl Glycyrrhetinate (Licorice Extract), Oryzanol (Rice Bran Oil Extract), Inositol (Rice Extract),camellia, Alcohol,glycerin, Algae Extract, Gold, Phenoxyethanol.",1,1,1,1,1,1,2,2,1,2,1,2,1
Moisturizer,L'OCCITANE,Immortelle Divine Cream,110,3.9,", C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride**,glycerin, Oenothera Biennis (Evening Primrose) Oil*,dimethicone, Cetearyl Alcohol**, Tapioca Starch**,vitc, Glyceryl Stearate, Camelina Sativa Seed Oil**, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cetyl Alcohol**, Helichrysum Italicum Flower Oil*, Myrtus Communis Oil*, Borago Officinalis Seed Oil*, Helichrysum Italicum Extract*, Echium Plantagineum Seed Oil**, Menyanthes Trifoliata Leaf Extract**, Bellis Perennis (Daisy) Flower Extract**,sunflower, Rosmarinus Officinalis (Rosemary) Leaf Extract**, Mel/Honey**, Polysorbate 60**, Sodium Hyaluronate**, Sodium Citrate**, Palmitic Acid**, Cetyl Palmitate**, Cetearyl Glucoside**, Stearic Acid, Glyceryl Linoleate, Sucrose Palmitate, Sorbitan Isostearate, Copper Gluconate, Magnesium Aspartate, Peg-100 Stearate, Disodium Edta,glycerin, Phenoxyethanol, Chlorphenesin,,, Tocopheryl Acetate, Zinc Gluconate, Tocopherol,fragrance, Linalool, Benzyl Salicylate, Limonene, Geraniol, Citral.",0,0,0,0,0,0,2,2,1,2,1,2,1
Moisturizer,ESTEE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,", Bis-Diglyceryl Polyacyladipate-2 , Hdi/Ppg/Polycaprolactone Crosspolymer ,jojoba,glycerin, Caprylic/Capric Triglyceride , C12-20 Acid Peg-8 Ester ,dimethicone, Butylene Glycol , Sucrose , Cetyl Alcohol ,, Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Pyrus Malus (Apple) Fruit Extract , Lens Esculenta (Lentil) Fruit Extract , Centaurium Erythraea (Centaury) Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge ,cucumber, Tamarindus Indica Seed Extract , Salicornia Herbacea Extract , Polygonum Cuspidatum Root Extract ,grapeseedoil, Hydrolyzed Rice Extract , Rosmarinus Officinalis (Rosemary) Extract , Selaginella Tamariscina (Spike Moss) Extract , Humulus Lupulus (Hops) Extract , Citrus Reticulata (Tangerine) Peel Extract , Rhodochrosite Extract , Cucumis Melo (Melon) Fruit Extract ,yeast, Limonium Vulgare Flower/Leaf/Stem Extract , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Thermus Thermophillus Ferment ,avocado, Punica Granatum (Pomegranate) Fruit Juice , Cholesterol , Linoleic Acid , Caffeine , Acetyl Glucosamine , Linolenic Acid , Adenosine Phosphate , Phospholipids , Acetyl Hexapeptide-8 , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Behenyl Alcohol , Saccharide Isomerate , Peg-100 Stearate , Phytosterols , Tocopheryl Acetate , Triolein , Glyceryl Stearate , Trehalose , Potassium Cetyl Phosphate , Caprylyl Glycol , Propylene Glycol Dicaprate , Sodium Pca ,sunflower, Propylene Glycol Dicaprylate , Xanthan Gum , Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Sodium Hyaluronate , Sodium Lactate , Dipalmitoyl Hydroxyproline , Phytosteryl Canola Glycerides , Oleic Acid , Palmitic Acid , Stearic Acid , Potassium Sulfate , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Decarboxy Carnosine Hcl , Isohexadecane , Nordihydroguaiaretic Acid , Carbomer , Polysorbate 80 , Cyclodextrin ,fragrance, Silica , Ethylbisiminomethylguaiacol Manganese Chloride , Sodium Hydroxide , Phenoxyethanol , Red 33 (Ci 17200) , Blue 1 (Ci 42090)",0,0,0,0,0,0,2,2,1,2,1,2,2
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,", Isocetyl Stearate, Pentaerythrityl Tetracaprylate/Tetracaprate, C12-15 Alkyl Benzoate, Polyamide-5, Xylitylglucoside, Anhydroxylitol, Xylitol, Dipalmitoyl Hydroxyproline,dimethicone, Behenyl Alcohol, Pullulan, Cetearyl Ethylhexanoate, Sodium Polyacrylate,dimethicone, Cyclopentasiloxane, Butylene Glycol, Trideceth-6, Algae Extract, Triethanolamine, Ahnfeltiopsis Concinna Extract,glycerin, Phenoxyethanol, Adenosine.",1,0,1,1,0,0,2,1,1,2,1,0,1
Moisturizer,SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,34,4.4,", Cyclopentasiloxane, Propanediol,dimethicone, Iron Oxides,dimethicone,glycerin, Phenoxyethanol, Pyrus Malus (Apple) Fruit Extract, Sodium Chloride, Mica,dimethicone, Titanium Dioxide, Triethoxycaprylylsilane, Silica,dimethicone, Chondrus Crispus Extract, Tetrasodium EDTA, Hydrolyzed Chondrus Crispus Extract, Methylisothiazolinone, Tin Oxide, Sodium Hyaluronate.",1,1,1,1,1,0,2,1,1,2,1,0,1
Moisturizer,ALGENIST,Overnight Restorative Cream,94,4.4,", Isopropyl Isostearate, Butyrospermum Parkii Butter (Butyrospermum Parkii (Shea Butter)),glycerin, Stearic Acid,squalane, Butylene Glycol,dimethicone, Glyceryl Stearate SE, Cetearyl Alcohol,dimethicone,vitc, Pentylene Glycol, Algae Exopolysaccharides, Algae Extract, Tocopheryl Acetate,, Lens Esculenta Fruit Extract (Lens Esculenta (Lentil) Fruit Extract), Oleanolic Acid, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Pyrus Malus Fruit Extract (Pyrus Malus (Apple) Fruit Extract), Enantia Chlorantha Bark Extract, Crithmum Maritimum Extract, Silybum Marianum Seed Oil, Caprylic/Capric Triglyceride, Ceteareth-20,dimethicone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Caprylyl Glycol, Hydrogenated Vegetable Oil, Hexylene Glycol, Phenoxyethanol, Disodium EDTA,fragrance, Sodium PCA, Carbomer, Polysorbate 20, Sodium Lactate,glycerin",0,0,0,0,0,0,2,2,1,2,1,2,1
Moisturizer,ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,39,4.0,"Octinoxate 7.5%, Octisalate 2.0%, Octocrylene 2.0%, Titanium Dioxide 3.0%,, Butylene Glycol, Cetyl Alcohol, Neopentyl Glycol Diheptanoate, C12-15 Alkyl Benzoate,dimethicone, Laureth-4, Polyethylene, Peg-100 Stearate, Hydrogenated Lecithin, Citrus Limon (Lemon) Peel Oil*, Citrus Grandis (Grapefruit) Peel Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Limonene, Linalool, Citral, Garcinia Mangostana Peel Extract, Panax Ginseng (Ginseng) Root Extract, Citrus Aurantium Amara (Bitter Orange) Flower Wax, Castanea Sativa (Chestnut) Seed Extract, Psidium Guajava (Guava) Fruit Extract,, Laminaria Saccharina Extract, Triticum Vulgare (Wheat) Germ Extract, Adenosine Phosphate, Pantethine, Creatine, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Folic Acid, Tourmaline, Cordyceps Sinensis Extract,glycerin, Acetyl Carnitine Hcl, Caffeine, Rhodochrosite, Sodium Hyaluronate, Isopropyl Myristate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Trehalose,beeswax, Pvp/Hexadecene Copolymer,squalane, Caprylyl Glycol, Tocopheryl Acetate,yeast, Isostearic Acid, Polymethyl Methacrylate,dimethicone, Polyhydroxystearic Acid,vitc, Nylon-12, Xanthan Gum, Hexylene Glycol, Polysorbate 60, Silica, Bht, Phenoxyethanol, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), ",1,1,1,1,0,0,2,2,1,2,1,2,1
Moisturizer,KORRES,Wild Rose Vitamin C Active Brightening Oil,54,4.4,"Isoamyl Laurate, Caprylic/Capric Triglyceride, Prunus Armeniaca (Apricot) Kernel Oil,vitc,squalane,sunflower, Dimethyl Isosorbide, Rosa Canina Fruit Oil, Rosa Gallica Flower Powder,alcohol denat,, Bisabolol, Citronellol, Geraniol, Glyceryl Caprylate, Physalis Angulata Extract,damascena, Rosmarinus Officinalis (Rosemary) Extract, Tocopherol, Tocopheryl Acetate, Zingiber Officinale (Ginger) Root Extract.",1,1,1,1,1,0,2,2,2,1,1,0,1
Moisturizer,CLINIQUE,Limited Edition Dramatically Different™ Moisturizing Gel,39,5.0,",dimethicone, Isododecane, Butylene Glycol, Bis-Peg-18 Methyl Ether Dimethyl Silane,glycerin, Laminaria Saccharina Extract, Polygonum Cuspidatum Root Extract, Saccharomyces Lysate Extract,cucumber, Hordeum Vulgare (Barley) Extract/Extrait D'Orge,sunflower, Caffeine, Trehalose, Sodium Hyaluronate, Tocopheryl Acetate, Chamomilla Recutita (Matricaria), Polysilicone-11, Silica, Propylene Glycol Dicaprate, Oleth-10,lactobacillus, Laureth-23, Laureth-4, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Carbomer, Caprylyl Glycol, Hexylene Glycol, Tromethamine, Disodium Edta, Phenoxyethanol,, Yellow 5 (Ci 19140), Red 4 (Ci 14700), Yellow 6 (Ci 15985).",1,0,0,1,0,0,2,1,1,2,1,2,1
Moisturizer,SATURDAY SKIN,Waterfall Glacier Water Cream,39,4.6,",glycerin, Propanediol, 1,2-Hexanediol, Betaine, Pentylene Glycol, Polymehtylsilsequioxane, Sodium Acrylate/Sodium Acryloyldimethyl Taureate Copolymer, Cyclohexasiloxane, Isohexadecane, Hydroxyethyl Acrylate/Soduium Acryloyldimethyl Taurate Copolymer, Cyclopentasiloxane, Isohexadecane, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Polysorbate 80,glycerin, Sorbitan Oleate, Disodium EDTA, Glyceryl Acrylate/Acrylic Acid Copolymer, Caprylyl Glycol, Hydrogenated Lecithin, Cetraria Islandica Extract, Ferment Extract, Xanthan Gum, Phenoxyethanol, Alanine, Proline, Serine, Sodium Phosphate, Sodium Hydroxide, sh-Oligopeptide-1, sh-Polypeptide-1, sh-Oligopeptide-2, sh-Polypeptide-22, sh-Polypeptide-45, sh-Polypeptide-8, sh-Polypeptide-9.",1,1,1,1,1,0,2,2,1,2,1,0,1
Moisturizer,SEPHORA COLLECTION,Sleeping Mask,4,4.2,", Butylene Glycol,glycerin, Betaine, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tremella Fuciformis (Mushroom) Extract,glycerin, Sodium Hydroxide, Barosma Betulina Leaf Extract,castor, Sodium Hyaluronate,fragrance,camellia,citric, Linalool,,, CI 19140 (Yellow 5), CI 42090 (Blue 1).",0,0,0,0,0,2,2,2,2,2,2,2,1
Moisturizer,BELIF,Hungarian Water Essence,42,4.3,", Dipropylene Glycol,glycerin, 1,2-Hexanediol, Rosmarinus Officinalis (Rosemary) Extract, Centella Asiatica Extract,lavender, Salvia Officinalis(Sage) Leaf Extract, Melissa Officinalis Leaf Extract, Achillea Millefolium Extract, Peucedanum Graveolens (Dill) Extract, Alchemilla Vulgaris Extract, Rose Extract, Poncirus Trifoliata Fruit Extract, Portulaca Oleracea Extract, *Avena Sativa (Oat) Kernel Extract, *Calendula Officinalis Flower Extract, *Nepeta Cataria Extract, *Rubus Idaeus (Raspberry) Leaf Extract, *Baptisia Tinctoria Root Extract, *Stellaria Media (Chickweed) Extract, +Alchemilla Vulgaris Leaf Extract, **Equisetum Arvense Leaf Extract, **Urtica Dioica (Nettle) Leaf Extract, **Plantago Lanceolata Leaf Extract, Sodium Hyaluronate, Cyclopentasiloxane, Triethylhexanoin, Tromethamine, Sclerotium Gum, Ammonium Acryloyldimethltaurate/Vp Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Trisodium EDTA,fragrance, Citronnellol,fragrance",0,0,0,0,0,0,2,1,1,2,1,0,1
Moisturizer,JOSIE MARAN,100 percent Pure Argan Oil Light,48,4.4,Argan Oil Isostearyl Esters**,1,1,0,1,1,1,1,1,1,2,1,1,1
